Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,User_Score,,Year_of_Release,User_Score,Global_Sales,Name,Platform,User_Score
Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.07,4.5,,2007,4.5,0.07,Alvin and the Chipmunks,PS2,4.5
Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.07,7.1,,2009,7.1,0.07,Hearts of Iron III,PC,7.1
Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.07,4.1,,2006,4.1,0.07,Kengo: Legend of The 9,X360,4.1
Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0.07,8.4,,2007,8.4,0.07,Romance of the Three Kingdoms XI,PS2,8.4
Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.07,7.3,,2008,7.3,0.07,Hammerin' Hero,PSP,7.3
Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.07,8.6,,2016,8.6,0.07,Dark Souls III,PC,8.6
TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.07,2.8,,2005,2.8,0.07,TMNT: Mutant Melee,GC,2.8
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.07,8.5,,2005,8.5,0.07,Combat: Task Force 121,XB,8.5
Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.07,5.3,,2006,5.3,0.07,Stacked with Daniel Negreanu,PS2,5.3
Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.07,5,,2002,5,0.07,Circus Maximus: Chariot Wars,XB,5
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.07,7.8,,2004,7.8,0.07,Serious Sam: Next Encounter,PS2,7.8
Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.07,1.4,,2005,1.4,0.07,Tom Clancy's Ghost Recon 2,GC,1.4
Monster Racers,DS,2009,Racing,Tecmo Koei,0.07,9,,2009,9,0.07,Monster Racers,DS,9
Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.07,3.8,,2009,3.8,0.07,Speed Zone,Wii,3.8
James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.07,8.3,,2002,8.3,0.07,James Cameron's Dark Angel,XB,8.3
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.07,5.9,,2007,5.9,0.07,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,5.9
Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.07,4.2,,2008,4.2,0.07,Jumper: Griffin's Story,PS2,4.2
Operation Darkness,X360,2007,Role-Playing,Success,0.07,7,,2007,7,0.07,Operation Darkness,X360,7
Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.07,7.9,,2002,7.9,0.07,Galerians: Ash,PS2,7.9
R-Type Command,PSP,2007,Strategy,Rising Star Games,0.07,6.5,,2007,6.5,0.07,R-Type Command,PSP,6.5
Haunting Ground,PS2,2005,Action,Capcom,0.07,8.8,,2005,8.8,0.07,Haunting Ground,PS2,8.8
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.07,8.1,,2015,8.1,0.07,Grand Kingdom,PS4,8.1
Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,8.6,,2008,8.6,0.07,Robocalypse,DS,8.6
Homie Rollerz,DS,2008,Racing,Destineer,0.07,2.4,,2008,2.4,0.07,Homie Rollerz,DS,2.4
Escape Dead Island,X360,2014,Action,Deep Silver,0.07,3.8,,2014,3.8,0.07,Escape Dead Island,X360,3.8
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.07,7,,2005,7,0.07,Tom Clancy's Splinter Cell: Chaos Theory,DS,7
SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0.07,8.3,,2003,8.3,0.07,SimCity 4: Deluxe Edition,PC,8.3
CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.07,6.7,,2007,6.7,0.07,CSI: Dark Motives,DS,6.7
Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.07,8.9,,2003,8.9,0.07,Romance of the Three Kingdoms IX,PS2,8.9
Second Sight,XB,2004,Adventure,Codemasters,0.07,8,,2004,8,0.07,Second Sight,XB,8
Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.07,4.9,,2011,4.9,0.07,Operation Flashpoint: Red River,PC,4.9
Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.07,7.4,,1998,7.4,0.07,Vanguard Bandits,PS,7.4
MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.07,4.6,,2009,4.6,0.07,MLB Front Office Manager,X360,4.6
Child of Light,PSV,2014,Role-Playing,Ubisoft,0.07,7.8,,2014,7.8,0.07,Child of Light,PSV,7.8
Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.07,7.4,,2008,7.4,0.07,Silent Hill: Origins,PS2,7.4
Resident Evil: Revelations 2,X360,2015,Action,Capcom,0.07,6.6,,2015,6.6,0.07,Resident Evil: Revelations 2,X360,6.6
Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.07,6,,2003,6,0.07,Harry Potter and the Sorcerer's Stone,XB,6
Damnation,X360,2009,Shooter,Codemasters,0.07,5.6,,2009,5.6,0.07,Damnation,X360,5.6
Samurai Warriors,XB,2004,Action,Tecmo Koei,0.07,9,,2004,9,0.07,Samurai Warriors,XB,9
FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.07,6.2,,2003,6.2,0.07,FIFA Soccer 2004,GC,6.2
Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0.07,6.8,,2007,6.8,0.07,Record of Agarest War,PS3,6.8
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.07,8,,2008,8,0.07,SNK Arcade Classics Vol. 1,Wii,8
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.07,4.6,,2006,4.6,0.07,Dave Mirra BMX Challenge,PSP,4.6
Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.07,8.3,,2003,8.3,0.07,Rayman 3: Hoodlum Havoc,GC,8.3
Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.07,2.8,,2015,2.8,0.07,Tony Hawk's Pro Skater 5,X360,2.8
The Guy Game,XB,2004,Misc,Gathering of Developers,0.07,5.4,,2004,5.4,0.07,The Guy Game,XB,5.4
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.07,7,,2014,7,0.07,Fantasia: Music Evolved,X360,7
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.07,7.4,,2005,7.4,0.07,Ghost in the Shell: Stand Alone Complex,PSP,7.4
Open Season,Wii,2006,Platform,Ubisoft,0.07,5.6,,2006,5.6,0.07,Open Season,Wii,5.6
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.07,7.8,,2014,7.8,0.07,BlazBlue: Chrono Phantasma,PSV,7.8
Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.07,8.3,,2004,8.3,0.07,Crimson Sea 2,PS2,8.3
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.07,7,,2014,7,0.07,Tokyo Twilight Ghost Hunters,PSV,7
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.07,7.4,,2013,7.4,0.07,Saint Seiya: Brave Soldiers,PS3,7.4
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.07,8.5,,2014,8.5,0.07,Earth Defense Force 2: Invaders from Planet Space,PSV,8.5
Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0.07,6.5,,2008,6.5,0.07,Digimon World Championship,DS,6.5
RayStorm,PS,1997,Shooter,Sony Computer Entertainment,0.07,7.8,,1997,7.8,0.07,RayStorm,PS,7.8
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.07,6.8,,2014,6.8,0.07,Dynasty Warriors 8: Empires,XOne,6.8
Catwoman,GC,2004,Action,Electronic Arts,0.07,6.1,,2004,6.1,0.07,Catwoman,GC,6.1
Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.07,8.3,,2005,8.3,0.07,Colosseum: Road to Freedom,PS2,8.3
Football Manager 2010,PC,2009,Sports,Sega,0.07,9,,2009,9,0.07,Football Manager 2010,PC,9
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.07,2.7,,2008,2.7,0.07,Target: Terror,Wii,2.7
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,6.4,,2013,6.4,0.07,Mugen Souls Z,PS3,6.4
BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.07,8.9,,2006,8.9,0.07,BeatMania,PS2,8.9
Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,0.07,7.5,,2000,7.5,0.07,Silpheed: The Lost Planet,PS2,7.5
Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.07,5.6,,2005,5.6,0.07,Real Time Conflict: Shogun Empires,DS,5.6
Spartan: Total Warrior,GC,2005,Action,Sega,0.07,8.3,,2005,8.3,0.07,Spartan: Total Warrior,GC,8.3
Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.07,7.8,,2004,7.8,0.07,Pitfall: The Lost Expedition,XB,7.8
River City Ransom EX,GBA,2004,Action,Atlus,0.07,8.4,,2004,8.4,0.07,River City Ransom EX,GBA,8.4
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.07,5.9,,2006,5.9,0.07,Bionicle Heroes,X360,5.9
Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.07,8.7,,2005,8.7,0.07,Fable: The Lost Chapters,PC,8.7
Crazy Taxi 2,DC,2001,Racing,Sega,0.07,8.1,,2001,8.1,0.07,Crazy Taxi 2,DC,8.1
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.07,7.3,,2007,7.3,0.07,The Sims 2: Seasons,PC,7.3
The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0.07,8,,2012,8,0.07,The Testament of Sherlock Holmes,PC,8
Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.07,8.2,,2002,8.2,0.07,Robot Alchemic Drive,PS2,8.2
Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.07,8,,2006,8,0.07,Tomb Raider: Legend,DS,8
Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,0.07,7.4,,2006,7.4,0.07,Warhammer: Battle For Atluma,PSP,7.4
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.07,7.8,,2016,7.8,0.07,Eagle Flight,PS4,7.8
Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.07,6.3,,2007,6.3,0.07,Operation: Vietnam,DS,6.3
Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.07,7.8,,2002,7.8,0.07,Fighter Maker 2,PS2,7.8
Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.07,7.7,,2003,7.7,0.07,Lifeline,PS2,7.7
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.07,8.3,,1999,8.3,0.07,Dragon Valor,PS,8.3
NHL 2005,GC,2004,Sports,Electronic Arts,0.07,5.6,,2004,5.6,0.07,NHL 2005,GC,5.6
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0.07,8.2,,2003,8.2,0.07,Microsoft Flight Simulator 2004: A Century of Flight,PC,8.2
Anubis II,Wii,2007,Platform,Metro 3D,0.07,2.7,,2007,2.7,0.07,Anubis II,Wii,2.7
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0.07,7.9,,2013,7.9,0.07,Goodbye Deponia,PC,7.9
The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0.07,8.6,,2015,8.6,0.07,The Book of Unwritten Tales 2,PS4,8.6
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.07,5.4,,2012,5.4,0.07,Inversion,PS3,5.4
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0.07,6.2,,2011,6.2,0.07,Ultimate Marvel vs. Capcom 3,X360,6.2
The Powerpuff Girls: Relish Rampage,GC,2002,Action,BAM! Entertainment,0.07,7.6,,2002,7.6,0.07,The Powerpuff Girls: Relish Rampage,GC,7.6
Army Men: RTS,GC,2004,Strategy,Global Star,0.07,8.5,,2004,8.5,0.07,Army Men: RTS,GC,8.5
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.07,8,,2016,8,0.07,Assassin's Creed Chronicles,PSV,8
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.07,6,,2007,6,0.07,Dragoneer's Aria,PSP,6
N+,DS,2007,Platform,Atari,0.07,7.4,,2007,7.4,0.07,N+,DS,7.4
Obscure,PS2,2004,Adventure,Microids,0.07,8.9,,2004,8.9,0.07,Obscure,PS2,8.9
Sega Soccer Slam,GC,2002,Sports,Sega,0.07,7.7,,2002,7.7,0.07,Sega Soccer Slam,GC,7.7
Deep Labyrinth,DS,2006,Action,505 Games,0.07,8.8,,2006,8.8,0.07,Deep Labyrinth,DS,8.8
Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.07,7.2,,2003,7.2,0.07,Spawn: Armageddon,GC,7.2
God Hand,PS2,2006,Action,Capcom,0.07,7.7,,2006,7.7,0.07,God Hand,PS2,7.7
Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,0.07,3.7,,2002,3.7,0.07,Legends of Wrestling II,GBA,3.7
Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,0.07,8.8,,2003,8.8,0.07,Jurassic Park: Operation Genesis,XB,8.8
RedCard 20-03,PS2,2002,Sports,Midway Games,0.07,9,,2002,9,0.07,RedCard 20-03,PS2,9
Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.07,6,,2004,6,0.07,Future Tactics: The Uprising,PS2,6
Driver: Parallel Lines,XB,2006,Racing,Atari,0.07,4.6,,2006,4.6,0.07,Driver: Parallel Lines,XB,4.6
Top Gun,PS3,2011,Simulation,505 Games,0.07,4.4,,2011,4.4,0.07,Top Gun,PS3,4.4
Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.07,6.8,,2003,6.8,0.07,Batman: Rise of Sin Tzu,GBA,6.8
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.07,5.1,,2014,5.1,0.07,Dragon Ball Z: Battle of Z,X360,5.1
World Racing,XB,2003,Racing,TDK Mediactive,0.07,8.1,,2003,8.1,0.07,World Racing,XB,8.1
Resident Evil 5,PC,2009,Action,Capcom,0.07,7.1,,2009,7.1,0.07,Resident Evil 5,PC,7.1
X-Men: The Official Game,GBA,2006,Action,Activision,0.07,9.3,,2006,9.3,0.07,X-Men: The Official Game,GBA,9.3
The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.07,8.8,,2005,8.8,0.07,The King of Fighters 02/03,PS2,8.8
Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0.07,7.4,,2010,7.4,0.07,Sly 2: Band of Thieves,PS3,7.4
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.07,8.2,,2004,8.2,0.07,Armored Core: Nine Breaker,PS2,8.2
Terraria,PS4,2014,Action,505 Games,0.07,7.9,,2014,7.9,0.07,Terraria,PS4,7.9
Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.07,8.8,,2004,8.8,0.07,Cabela's Big Game Hunter 2005 Adventures,GC,8.8
Worms 3D,GC,2003,Strategy,Sega,0.07,7.6,,2003,7.6,0.07,Worms 3D,GC,7.6
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.07,6.3,,2015,6.3,0.07,BlazBlue: Chrono Phantasma Extend,XOne,6.3
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.07,6,,2010,6,0.07,TRON: Evolution,PC,6
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.07,7,,2014,7,0.07,Pac-Man and the Ghostly Adventures 2,WiiU,7
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,7.8,,2013,7.8,0.07,The Guided Fate Paradox,PS3,7.8
Mayhem 3D,X360,2011,Racing,Evolved Games,0.07,8.6,,2011,8.6,0.07,Mayhem 3D,X360,8.6
WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0.07,8.4,,2009,8.4,0.07,WipEout HD Fury,PS3,8.4
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.07,4.1,,2004,4.1,0.07,Fallout: Brotherhood of Steel,PS2,4.1
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,7.1,,2008,7.1,0.07,"Flower, Sun, and Rain",DS,7.1
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.07,8.5,,2005,8.5,0.07,Gunstar Super Heroes,GBA,8.5
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.07,5.6,,2011,5.6,0.07,Cities XL 2012,PC,5.6
Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.07,8,,2004,8,0.07,Worms Forts: Under Siege,XB,8
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.07,8,,2006,8,0.07,Full Spectrum Warrior: Ten Hammers,PS2,8
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.07,7.5,,2014,7.5,0.07,Natural Doctrine,PSV,7.5
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.07,6,,2008,6,0.07,Prince of Persia: The Fallen King,DS,6
NHL Hitz Pro,XB,2003,Sports,Midway Games,0.07,8.8,,2003,8.8,0.07,NHL Hitz Pro,XB,8.8
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.07,7.2,,2015,7.2,0.07,Broken Sword 5: The Serpent's Curse,PS4,7.2
Alan Wake,PC,2012,Action,Nordic Games,0.06,8,,2012,8,0.06,Alan Wake,PC,8
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.06,4.4,,2014,4.4,0.06,Risen 3: Titan Lords,X360,4.4
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.06,6.3,,2008,6.3,0.06,Steambot Chronicles: Battle Tournament,PSP,6.3
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.06,5,,2004,5,0.06,Wings of War,XB,5
187: Ride or Die,XB,2005,Racing,Ubisoft,0.06,6.9,,2005,6.9,0.06,187: Ride or Die,XB,6.9
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.06,7.9,,2004,7.9,0.06,RPG Maker 3,PS2,7.9
Kabuki Warriors,XB,2001,Action,Genki,0.06,2.5,,2001,2.5,0.06,Kabuki Warriors,XB,2.5
World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.06,7.8,,2005,7.8,0.06,World Poker Tour,XB,7.8
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.06,8.5,,2007,8.5,0.06,Age of Empires III: The Asian Dynasties,PC,8.5
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,2.4,,2009,2.4,0.06,IL-2 Sturmovik: Birds of Prey,DS,2.4
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.06,6.7,,2005,6.7,0.06,NanoBreaker,PS2,6.7
Bionicle,XB,2003,Action,Electronic Arts,0.06,1.5,,2003,1.5,0.06,Bionicle,XB,1.5
GRID 2,PC,2013,Racing,Codemasters,0.06,5.7,,2013,5.7,0.06,GRID 2,PC,5.7
Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,6,,2008,6,0.06,Cabela's Trophy Bucks,Wii,6
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.06,6.7,,2013,6.7,0.06,Criminal Girls: Invite Only,PSV,6.7
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,7,,2006,7,0.06,Miami Vice: The Game,PSP,7
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.06,7.9,,2014,7.9,0.06,Samurai Warriors Chronicles 3,PSV,7.9
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.06,5,,2002,5,0.06,BMX XXX,GC,5
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.06,7.8,,2014,7.8,0.06,One Piece: Unlimited World Red,WiiU,7.8
Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.06,7.7,,2002,7.7,0.06,Aggressive Inline,XB,7.7
Insecticide,DS,2008,Action,Gamecock,0.06,7,,2008,7,0.06,Insecticide,DS,7
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.06,8.6,,2003,8.6,0.06,XGRA: Extreme G Racing Association,PS2,8.6
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.06,7.5,,2015,7.5,0.06,Mario vs. Donkey Kong: Tipping Stars,3DS,7.5
Tournament of Legends,Wii,2010,Fighting,Sega,0.06,6.9,,2010,6.9,0.06,Tournament of Legends,Wii,6.9
Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.06,5,,2006,5,0.06,Escape from Bug Island,Wii,5
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.06,8.5,,2006,8.5,0.06,Gradius Collection,PSP,8.5
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.06,7.1,,2012,7.1,0.06,Fist of the North Star: Ken's Rage 2,X360,7.1
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.06,8.7,,2004,8.7,0.06,Gallop Racer 2004,PS2,8.7
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.06,7.8,,2004,7.8,0.06,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,7.8
F1 2001,XB,2001,Racing,Electronic Arts,0.06,5.5,,2001,5.5,0.06,F1 2001,XB,5.5
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,7.5,,2008,7.5,0.06,Crimson Gem Saga,PSP,7.5
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,8,,2011,8,0.06,Monster Tale,DS,8
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,4.8,,2007,4.8,0.06,Legend of the Dragon,Wii,4.8
Cel Damage,GC,2002,Racing,Electronic Arts,0.06,6.8,,2002,6.8,0.06,Cel Damage,GC,6.8
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.06,4.4,,2016,4.4,0.06,Mirror's Edge Catalyst,PC,4.4
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.06,4.2,,2004,4.2,0.06,Arc the Lad: End of Darkness,PS2,4.2
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.06,6.2,,2004,6.2,0.06,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,6.2
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,7.3,,2005,7.3,0.06,Tokobot,PSP,7.3
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.06,5.8,,2005,5.8,0.06,Land of the Dead: Road to Fiddler's Green,XB,5.8
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.06,7,,2016,7,0.06,Odin Sphere: Leifthrasir,PS3,7
Assetto Corsa,PS4,2016,Racing,505 Games,0.06,6.2,,2016,6.2,0.06,Assetto Corsa,PS4,6.2
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,5.4,,2008,5.4,0.06,NHL 2K9,Wii,5.4
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.06,7.9,,2007,7.9,0.06,"Warhammer 40,000: Squad Command",DS,7.9
Johnny Test,DS,2011,Platform,505 Games,0.06,0.9,,2011,0.9,0.06,Johnny Test,DS,0.9
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.06,5.8,,2016,5.8,0.06,One Piece: Burning Blood,XOne,5.8
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.06,7.7,,2016,7.7,0.06,TrackMania Turbo,XOne,7.7
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.06,5.8,,2014,5.8,0.06,Pro Evolution Soccer 2015,PC,5.8
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.06,8.3,,2016,8.3,0.06,Zero Escape: Zero Time Dilemma,PSV,8.3
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,6.4,,2006,6.4,0.06,Bionicle Heroes,DS,6.4
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.06,8.6,,2002,8.6,0.06,Mystic Heroes,PS2,8.6
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.06,8,,2001,8,0.06,Jurassic Park III: Park Builder,GBA,8
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0.06,7.5,,2011,7.5,0.06,Unchained Blades ,PSP,7.5
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,4.7,,2007,4.7,0.06,Showtime Championship Boxing,Wii,4.7
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,7.8,,2007,7.8,0.06,Bomberman Land,PSP,7.8
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.06,4,,2011,4,0.06,Generator Rex: Agent of Providence,X360,4
Steins;Gate,PS3,2012,Adventure,PQube,0.06,8.7,,2012,8.7,0.06,Steins;Gate,PS3,8.7
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.06,7.6,,2015,7.6,0.06,Nights of Azure,PS4,7.6
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.06,5.6,,2011,5.6,0.06,Age of Empires Online,PC,5.6
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0.06,7.9,,2012,7.9,0.06,Earth Defense Force 2017 Portable,PSV,7.9
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.06,7.8,,2005,7.8,0.06,Atelier Iris 2: The Azoth Of Destiny,PS2,7.8
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0.06,6.8,,2014,6.8,0.06,Lego Batman 3: Beyond Gotham,PC,6.8
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,8,,2008,8,0.06,From The Abyss,DS,8
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.06,6.8,,2014,6.8,0.06,The LEGO Movie Videogame,PC,6.8
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,7.9,,2013,7.9,0.06,DuckTales: Remastered,WiiU,7.9
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.06,6.9,,2001,6.9,0.06,Giants: Citizen Kabuto,PS2,6.9
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.06,4.8,,2014,4.8,0.06,MX vs. ATV Supercross,X360,4.8
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.06,8.8,,2015,8.8,0.06,Grand Kingdom,PSV,8.8
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.06,8,,2008,8,0.06,Guilty Gear XX Accent Core Plus,PS2,8
